num,name,filename,sha256,length,train_end_raw,begin_raw,end_raw,start0,stop0,train_stop0,index_convention,anom_len,variant,is_distorted,is_noise,domain_goswami,is_medical,domain_official,domain_official_basis,domain_agree,source_official,deck_slides,in_tsbad,tsbad_filename,tsbad_domain,match_method,tsbad_label_n_segments,tsbad_label_start0,tsbad_label_stop0,gt_agree,audit_flags
176,insectEPG4,176_UCR_Anomaly_insectEPG4_1300_6508_6558.txt,0a4aca4863c4e2edcd8e9bf25b4dc7ce2ab1c8389ad1cb598d356860865a49b2,9998,1300,6508,6558,6507,6558,1300,matlab_1based_inclusive,51,plain,False,False,EPG,False,EPG,source_line,True,"This is an insect EPG dataset, an Asian Citrus Psyllid.",50,NA,NA,NA,NA,NA,NA,NA,NA,none
177,insectEPG5,177_UCR_Anomaly_insectEPG5_3200_8500_8501.txt,e5c27f26e117599de841911be219abaff01b301fc94f1e0fc7d4d098d0713445,10028,3200,8500,8501,8499,8501,3200,matlab_1based_inclusive,2,plain,False,False,EPG,False,EPG,source_line,True,"This is an insect EPG dataset, an Asian Citrus Psyllid.",51,NA,NA,NA,NA,NA,NA,NA,NA,none
178,ltstdbs30791AI,178_UCR_Anomaly_ltstdbs30791AI_17555_52600_52800.txt,4740fc8297a41ec63274231c091c5bc7d8ad04b0d47ef11b633614d8dc339636,56123,17555,52600,52800,52599,52800,17555,matlab_1based_inclusive,201,plain,False,False,ECG,True,ECG,source_line,True,"This dataset contains normal beats, with a single ventricular beat between  52600 and 52800.",65,NA,NA,NA,NA,NA,NA,NA,NA,none
179,ltstdbs30791AS,179_UCR_Anomaly_ltstdbs30791AS_23000_52600_52800.txt,02141f8574cad4cbdb68cc197226fe7c21fcded59217c2ce4d49804b79e89f9d,55000,23000,52600,52800,52599,52800,23000,matlab_1based_inclusive,201,plain,False,False,ECG,True,ECG,source_line,True,"This dataset contains normal beats, with a single ventricular beat between  52600 and 52800.",64,NA,NA,NA,NA,NA,NA,NA,NA,none
180,ltstdbs30791ES,180_UCR_Anomaly_ltstdbs30791ES_20000_52600_52800.txt,28309d71cdce7fd67a1fd135cfa2b4a42d6c3f5e1d3bebe15ff759f2c305eb2a,55000,20000,52600,52800,52599,52800,20000,matlab_1based_inclusive,201,plain,False,False,ECG,True,ECG,source_line,True,"This dataset contains normal beats, with a single ventricular beat between  52600 and 52800.",63,NA,NA,NA,NA,NA,NA,NA,NA,none
181,park3m,181_UCR_Anomaly_park3m_60000_72150_72495.txt,79ccb0d029697dc6f0bf5546058903fd8cd036050b72ebb074e1dc023cd968ec,90000,60000,72150,72495,72149,72495,60000,matlab_1based_inclusive,346,plain,False,False,Gait,False,Gait,source_line,True,"Selected input: record gaitndd/park3 , from 0:00.000 to 5:00.000 | Gait in Neurodegenerative Disease Database (gaitndd)",56,NA,NA,NA,NA,NA,NA,NA,NA,HAS_MINUS999
182,qtdbSel1005V,182_UCR_Anomaly_qtdbSel1005V_4000_12400_12800.txt,00c9a9de8701a2ad776478dde7f1dabd3d80342df1864cc29314218eb32caec4,36001,4000,12400,12800,12399,12800,4000,matlab_1based_inclusive,401,plain,False,False,ECG,True,ECG,source_line,True,"Selected input: record qtdb/sel100 , annotator atr , from 0:50.000 to 1:00.000 | QT Database (qtdb)",67,NA,NA,NA,NA,NA,NA,NA,NA,none
183,qtdbSel100MLII,183_UCR_Anomaly_qtdbSel100MLII_4000_13400_13800.txt,3433be1e988158ebc3fbc6aeb7032caa128477f1fd78436730012fff29d9dc96,30000,4000,13400,13800,13399,13800,4000,matlab_1based_inclusive,401,plain,False,False,ECG,True,ECG,source_line,True,"Selected input: record qtdb/sel100 , annotator atr , from 0:50.000 to 1:00.000 | QT Database (qtdb)",66,NA,NA,NA,NA,NA,NA,NA,NA,none
184,resperation10,184_UCR_Anomaly_resperation10_48000_130700_131880.txt,ece7bcb8a2e5df09fe165ee49aa678c8329f0b313e3454d05f888a2e29c515e2,195000,48000,130700,131880,130699,131880,48000,matlab_1based_inclusive,1181,plain,False,False,RESP,True,RESP,source_line,True,"Selected input: record mimicdb/037/037 , annotator abp , from [13:30:35.000 14/08/1994] to [14:30:35.000 14/08/1994] | MIMIC Database (mimicdb)",45,NA,NA,NA,NA,NA,NA,NA,NA,HAS_MINUS999
185,resperation11,185_UCR_Anomaly_resperation11_58000_110800_110801.txt,9b668372616c84dbb1a635353e3a9d618cd9a5fa2d47418bb58359dd407b98bc,195000,58000,110800,110801,110799,110801,58000,matlab_1based_inclusive,2,plain,False,False,RESP,True,RESP,source_line,True,"Selected input: record mimicdb/037/037 , annotator abp , from [13:30:35.000 14/08/1994] to [14:30:35.000 14/08/1994] | MIMIC Database (mimicdb)",46,NA,NA,NA,NA,NA,NA,NA,NA,HAS_MINUS999
186,resperation1,186_UCR_Anomaly_resperation1_100000_110260_110412.txt,19735b016dd31f02ebb6f3886354e3b2ab0c2fbbb0ba9c3dbe31e87abde36172,200000,100000,110260,110412,110259,110412,100000,matlab_1based_inclusive,153,plain,False,False,RESP,True,RESP,source_line,True,"Selected input: record mimicdb/037/037 , annotator abp , from [13:30:35.000 14/08/1994] to [14:30:35.000 14/08/1994] | MIMIC Database (mimicdb)",2;39,NA,NA,NA,NA,NA,NA,NA,NA,HAS_MINUS999
187,resperation2,187_UCR_Anomaly_resperation2_30000_168250_168250.txt,93b972c66f7c1b1c2abae020fade496d675fb776ae4169e5a5eed8e43cce41b1,200051,30000,168250,168250,168249,168250,30000,matlab_1based_inclusive,1,plain,False,False,RESP,True,RESP,source_line,True,"Selected input: record mimicdb/037/037 , annotator abp , from [13:30:35.000 14/08/1994] to [14:30:35.000 14/08/1994] | MIMIC Database (mimicdb)",40,NA,NA,NA,NA,NA,NA,NA,NA,HAS_MINUS999;DECK_FIELDS_DIFFER
188,resperation2,188_UCR_Anomaly_resperation2_30000_168250_168251.txt,ee5783c388b63302398b2daea6c49c86eeabb0117c82b0da3606f61593093bc1,190050,30000,168250,168251,168249,168251,30000,matlab_1based_inclusive,2,plain,False,False,RESP,True,RESP,source_line,True,"Selected input: record mimicdb/037/037 , annotator abp , from [13:30:35.000 14/08/1994] to [14:30:35.000 14/08/1994] | MIMIC Database (mimicdb)",40,NA,NA,NA,NA,NA,NA,NA,NA,HAS_MINUS999
189,resperation3,189_UCR_Anomaly_resperation3_45000_158250_158251.txt,6f4bfcde3cabafb9a23e13574e5611b3ceb099be9c1e4ab8b9570852ef8191c8,190100,45000,158250,158251,158249,158251,45000,matlab_1based_inclusive,2,plain,False,False,RESP,True,RESP,source_line,True,"Selected input: record mimicdb/037/037 , annotator abp , from [13:30:35.000 14/08/1994] to [14:30:35.000 14/08/1994] | MIMIC Database (mimicdb)",41,NA,NA,NA,NA,NA,NA,NA,NA,HAS_MINUS999
190,resperation4,190_UCR_Anomaly_resperation4_70000_128430_128431.txt,fdf28dd2cf0653acb89a9b29f9f1f9bf5ad7581c04152acddca8f2cb8ff9f4c8,195250,70000,128430,128431,128429,128431,70000,matlab_1based_inclusive,2,plain,False,False,RESP,True,RESP,source_line,True,"Selected input: record mimicdb/037/037 , annotator abp , from [13:30:35.000 14/08/1994] to [14:30:35.000 14/08/1994] | MIMIC Database (mimicdb)",42,NA,NA,NA,NA,NA,NA,NA,NA,HAS_MINUS999
191,resperation9,191_UCR_Anomaly_resperation9_38000_143411_143511.txt,0c60e763b53d1a8ffbb43dfd2b26970aefdb9de2043df2bfdbbd37409746ae9f,195000,38000,143411,143511,143410,143511,38000,matlab_1based_inclusive,101,plain,False,False,RESP,True,RESP,source_line,True,"Selected input: record mimicdb/037/037 , annotator abp , from [13:30:35.000 14/08/1994] to [14:30:35.000 14/08/1994] | MIMIC Database (mimicdb)",44,NA,NA,NA,NA,NA,NA,NA,NA,HAS_MINUS999
192,s20101mML2,192_UCR_Anomaly_s20101mML2_12000_35774_35874.txt,6cdbcdbbd16f63f636e4148b7dc0ff02748f465cd8ba249116e39d77c94ccf0d,40000,12000,35774,35874,35773,35874,12000,matlab_1based_inclusive,101,plain,False,False,ECG,True,ECG,source_line,True,"Selected input: record ltstdb/s20101 , annotator atr , from [10:25:40.000 01/11/1994] to [10:25:50.000 01/11/1994] | Long Term ST Database (ltstdb)",62,NA,NA,NA,NA,NA,NA,NA,NA,none
193,s20101m,193_UCR_Anomaly_s20101m_10000_35774_35874.txt,7158d829f0b1c44f031cf3bc9f265cc34c8730b6aa10f68524385ced165879ed,40000,10000,35774,35874,35773,35874,10000,matlab_1based_inclusive,101,plain,False,False,ECG,True,ECG,source_line,True,"Selected input: record ltstdb/s20101 , annotator atr , from [10:25:40.000 01/11/1994] to [10:25:50.000 01/11/1994] | Long Term ST Database (ltstdb)",61,NA,NA,NA,NA,NA,NA,NA,NA,none
194,sddb49,194_UCR_Anomaly_sddb49_20000_67950_68200.txt,2c614d98611cddc9aaa0e2cf114f197a7bff53dadfafb49aad6431d2c435633e,80000,20000,67950,68200,67949,68200,20000,matlab_1based_inclusive,251,plain,False,False,ECG,True,ECG,source_line,True,"Selected input: record sddb/49 , annotator atr , from [17:01:50.000] to [18:01:50.000] | Sudden Cardiac Death Holter Database (sddb)",27,NA,NA,NA,NA,NA,NA,NA,NA,none
195,sel840mECG1,195_UCR_Anomaly_sel840mECG1_17000_51370_51740.txt,7c085ca51be5201a0d9f263e5d4a22b3330cfc24c4bb8f69beedbfa4461cf397,60000,17000,51370,51740,51369,51740,17000,matlab_1based_inclusive,371,plain,False,False,ECG,True,ECG,source_line,True,"Selected input: record qtdb/sel840 , annotator atr , from 0:10.000 to 14:59.996 | QT Database (qtdb)",68,NA,NA,NA,NA,NA,NA,NA,NA,none
196,sel840mECG2,196_UCR_Anomaly_sel840mECG2_20000_49370_49740.txt,d466402571684860660427b58d1c8234f030fad29c0d97ce14d2dd4389ea533c,57001,20000,49370,49740,49369,49740,20000,matlab_1based_inclusive,371,plain,False,False,ECG,True,ECG,source_line,True,"Selected input: record qtdb/sel840 , annotator atr , from 0:10.000 to 14:59.996 | QT Database (qtdb)",69,NA,NA,NA,NA,NA,NA,NA,NA,none
197,tiltAPB1,197_UCR_Anomaly_tiltAPB1_100000_114283_114350.txt,5375582ae9269b4e1a65652c38b88ec89b2e91749f4f053ef5f89b8cc829d551,130001,100000,114283,114350,114282,114350,100000,matlab_1based_inclusive,68,plain,False,False,ABP,True,ABP,source_line,True,The data comes from a healthy male on a tilt table.,5;31,NA,NA,NA,NA,NA,NA,NA,NA,none
198,tiltAPB2,198_UCR_Anomaly_tiltAPB2_50000_124159_124985.txt,785831c0832145bddebcb774b0857e54f2a469a2377f82e2155740ef378c904b,128767,50000,124159,124985,124158,124985,50000,matlab_1based_inclusive,827,plain,False,False,ABP,True,ABP,source_line,True,The data comes from a healthy male on a tilt table.,32,NA,NA,NA,NA,NA,NA,NA,NA,none
199,tiltAPB3,199_UCR_Anomaly_tiltAPB3_40000_114000_114370.txt,f24e6b28c762049c5e9a9293c167cfbf21cb72a2f7cf496ed517b554ebc35561,129489,40000,114000,114370,113999,114370,40000,matlab_1based_inclusive,371,plain,False,False,ABP,True,ABP,source_line,True,The data comes from a healthy male on a tilt table.,33,NA,NA,NA,NA,NA,NA,NA,NA,none
200,tiltAPB4,200_UCR_Anomaly_tiltAPB4_20000_67995_67996.txt,420707d4f46dfb4483c0df43909afe76faac8a31cf4380202cd90f81d55fbac7,128001,20000,67995,67996,67994,67996,20000,matlab_1based_inclusive,2,plain,False,False,ABP,True,ABP,source_line,True,The data comes from a healthy male on a tilt table.,34,NA,NA,NA,NA,NA,NA,NA,NA,none
201,CHARISfive,201_UCR_Anomaly_CHARISfive_10000_17001_17016.txt,08ac7bba1dc454d30c400b00499159f3db22cd7e006cc4e2597d1798dc5e3e4f,41347,10000,17001,17016,17000,17016,10000,matlab_1based_inclusive,16,plain,False,False,ECG,True,CHARIS (ECG/ABP/ICP unspecified),source_line,False,CHARISfive,116;117,NA,NA,NA,NA,NA,NA,NA,NA,DOMAIN_DISAGREE
202,CHARISfive,202_UCR_Anomaly_CHARISfive_10411_10998_11028.txt,8f651f604bc58a98ac92ba184a166cd5277d99749b50d61e0b7929d7a33e7602,41790,10411,10998,11028,10997,11028,10411,matlab_1based_inclusive,31,plain,False,False,ECG,True,CHARIS (ECG/ABP/ICP unspecified),source_line,False,CHARISfive,116;117,NA,NA,NA,NA,NA,NA,NA,NA,DOMAIN_DISAGREE
203,CHARISfive,203_UCR_Anomaly_CHARISfive_10500_10995_11028.txt,a3a7a414aea98b2ee68b75c53aed9f935c86d1de91bc5fd291c263fe9c303a40,41612,10500,10995,11028,10994,11028,10500,matlab_1based_inclusive,34,plain,False,False,ECG,True,CHARIS (ECG/ABP/ICP unspecified),source_line,False,CHARISfive,116;117,NA,NA,NA,NA,NA,NA,NA,NA,HAS_MINUS999;DOMAIN_DISAGREE
204,CHARISfive,204_UCR_Anomaly_CHARISfive_12412_15000_15070.txt,f38df4c97064e9dfe8568508675eb187fbed3a434c2ce9db2f4da936c60d57da,41999,12412,15000,15070,14999,15070,12412,matlab_1based_inclusive,71,plain,False,False,ECG,True,CHARIS (ECG/ABP/ICP unspecified),source_line,False,CHARISfive,116;117,NA,NA,NA,NA,NA,NA,NA,NA,SINGLE_LINE_FORMAT;DOMAIN_DISAGREE
205,CHARISfive,205_UCR_Anomaly_CHARISfive_9812_28995_29085.txt,df325b7504576665cc97a16e1e0032ff22e78c45e914cca9e03c9e1331761935,39870,9812,28995,29085,28994,29085,9812,matlab_1based_inclusive,91,plain,False,False,ECG,True,CHARIS (ECG/ABP/ICP unspecified),source_line,False,CHARISfive,116;117,NA,NA,NA,NA,NA,NA,NA,NA,SINGLE_LINE_FORMAT;DOMAIN_DISAGREE
206,CHARISten,206_UCR_Anomaly_CHARISten_25130_29080_29140.txt,1ea67ed12370575e3d5030fe8ebdbf725339c40341d9f4e1e4cef24c06d3c85d,42000,25130,29080,29140,29079,29140,25130,matlab_1based_inclusive,61,plain,False,False,ECG,True,CHARIS (ECG/ABP/ICP unspecified),source_line,False,CHARISten,115,NA,NA,NA,NA,NA,NA,NA,NA,SINGLE_LINE_FORMAT;DOMAIN_DISAGREE
207,CHARISten,207_UCR_Anomaly_CHARISten_3165_26929_26989.txt,efa80eedb8424a0e14095dfeef2679f83f056688de9b7b9a2cd996b91dd4c7d9,39870,3165,26929,26989,26928,26989,3165,matlab_1based_inclusive,61,plain,False,False,ECG,True,CHARIS (ECG/ABP/ICP unspecified),source_line,False,CHARISten,115,NA,NA,NA,NA,NA,NA,NA,NA,SINGLE_LINE_FORMAT;DOMAIN_DISAGREE
208,CHARISten,208_UCR_Anomaly_CHARISten_5130_27929_27989.txt,03d78b09e84ccd10539499345ebf5dc9d11d0bbafa77aee0ce97aec5a857b5bd,40870,5130,27929,27989,27928,27989,5130,matlab_1based_inclusive,61,plain,False,False,ECG,True,CHARIS (ECG/ABP/ICP unspecified),source_line,False,CHARISten,115,NA,NA,NA,NA,NA,NA,NA,NA,SINGLE_LINE_FORMAT;DOMAIN_DISAGREE
209,Fantasia,209_UCR_Anomaly_Fantasia_19000_26970_27270.txt,750fbbbcae34ae70e3335c2368270b7f6490fccbf2e38002873f2db092f30b7c,92000,19000,26970,27270,26969,27270,19000,matlab_1based_inclusive,301,plain,False,False,ECG,True,ECG,source_line,True,Fantasia Database,118,NA,NA,NA,NA,NA,NA,NA,NA,none
210,Italianpowerdemand,210_UCR_Anomaly_Italianpowerdemand_36123_74900_74996.txt,06d3da36dea95ec434f08c42fc98398946542d138cb61d42914618ec2220f6a9,119819,36123,74900,74996,74899,74996,36123,matlab_1based_inclusive,97,plain,False,False,Power Demand,False,Power Demand,source_line,True,For Italian power demand,113,NA,NA,NA,NA,NA,NA,NA,NA,none
211,Italianpowerdemand,211_UCR_Anomaly_Italianpowerdemand_38113_39240_39336.txt,141774a87afcc20f77440e08b42fe06af999b067279e45c65ecb5f6ac76c2af0,119580,38113,39240,39336,39239,39336,38113,matlab_1based_inclusive,97,plain,False,False,Power Demand,False,Power Demand,source_line,True,For Italian power demand,113,NA,NA,NA,NA,NA,NA,NA,NA,none
212,Italianpowerdemand,212_UCR_Anomaly_Italianpowerdemand_8913_29480_29504.txt,cff930b7a3a44c06044e4efc7e5461427b145ede8ffbb5cf100b97c577ea71b5,29931,8913,29480,29504,29479,29504,8913,matlab_1based_inclusive,25,plain,False,False,Power Demand,False,Power Demand,source_line,True,For Italian power demand,113,NA,NA,NA,NA,NA,NA,NA,NA,none
213,STAFFIIIDatabase,213_UCR_Anomaly_STAFFIIIDatabase_33211_126920_127370.txt,c7c870f309da6514fba61e6aac31112785cb3a9dd99f67f4ed60e472cf0215c0,300000,33211,126920,127370,126919,127370,33211,matlab_1based_inclusive,451,plain,False,False,ECG,True,ECG,source_line,True,STAFFIIIDatabase,119;120;121;122,NA,NA,NA,NA,NA,NA,NA,NA,HAS_MINUS999
214,STAFFIIIDatabase,214_UCR_Anomaly_STAFFIIIDatabase_34211_125720_126370.txt,d672522fa5a07c546ca767ae3b5d4f5c470a3b582802a7c0583e7b3ec8833a40,299690,34211,125720,126370,125719,126370,34211,matlab_1based_inclusive,651,plain,False,False,ECG,True,ECG,source_line,True,STAFFIIIDatabase,119;120;121;122,NA,NA,NA,NA,NA,NA,NA,NA,none
215,STAFFIIIDatabase,215_UCR_Anomaly_STAFFIIIDatabase_36276_106720_107370.txt,e8e7a4ab442bd762f3d84f01e9426f4cd14ab985c56dc627fae2e857fe5eb00a,299990,36276,106720,107370,106719,107370,36276,matlab_1based_inclusive,651,plain,False,False,ECG,True,ECG,source_line,True,STAFFIIIDatabase,119;120;121;122,NA,NA,NA,NA,NA,NA,NA,NA,HAS_MINUS999
216,STAFFIIIDatabase,216_UCR_Anomaly_STAFFIIIDatabase_37216_160720_161370.txt,1e698c62f235f4140f6d9d89479ce2a48c49002faecc878d6dd85e15a700ce2c,299890,37216,160720,161370,160719,161370,37216,matlab_1based_inclusive,651,plain,False,False,ECG,True,ECG,source_line,True,STAFFIIIDatabase,119;120;121;122,NA,NA,NA,NA,NA,NA,NA,NA,HAS_MINUS999
217,STAFFIIIDatabase,217_UCR_Anomaly_STAFFIIIDatabase_38211_150720_151370.txt,7f904e73fde17d2b43fee28532971ad846af268ecd285366558abe00520e8e8b,299690,38211,150720,151370,150719,151370,38211,matlab_1based_inclusive,651,plain,False,False,ECG,True,ECG,source_line,True,STAFFIIIDatabase,119;120;121;122,NA,NA,NA,NA,NA,NA,NA,NA,none
218,STAFFIIIDatabase,218_UCR_Anomaly_STAFFIIIDatabase_41117_210720_211370.txt,b87eb512c766b0c96c13de2016fbe5a3873edfefd64579849368d40629f8c537,299940,41117,210720,211370,210719,211370,41117,matlab_1based_inclusive,651,plain,False,False,ECG,True,ECG,source_line,True,STAFFIIIDatabase,119;120;121;122,NA,NA,NA,NA,NA,NA,NA,NA,HAS_MINUS999
219,STAFFIIIDatabase,219_UCR_Anomaly_STAFFIIIDatabase_41612_64632_64852.txt,eb02c05120166d28f652eb5a64244e5c3928c9a13fefcf28b1a039a314272b0b,299840,41612,64632,64852,64631,64852,41612,matlab_1based_inclusive,221,plain,False,False,ECG,True,ECG,source_line,True,STAFFIIIDatabase,119;120;121;122,NA,NA,NA,NA,NA,NA,NA,NA,HAS_MINUS999
220,STAFFIIIDatabase,220_UCR_Anomaly_STAFFIIIDatabase_43217_250720_251370.txt,fe5d948f3dc086978c038d4adb40711e0b9963790c6d0aafe677839e31f26f15,299790,43217,250720,251370,250719,251370,43217,matlab_1based_inclusive,651,plain,False,False,ECG,True,ECG,source_line,True,STAFFIIIDatabase,119;120;121;122,NA,NA,NA,NA,NA,NA,NA,NA,none
221,STAFFIIIDatabase,221_UCR_Anomaly_STAFFIIIDatabase_45616_163632_164852.txt,298979feb740381573e30662a0815e674e377fe37bb09556133e4bd459d3ba11,298340,45616,163632,164852,163631,164852,45616,matlab_1based_inclusive,1221,plain,False,False,ECG,True,ECG,source_line,True,STAFFIIIDatabase,119;120;121;122,NA,NA,NA,NA,NA,NA,NA,NA,HAS_MINUS999
222,mit14046longtermecg,222_UCR_Anomaly_mit14046longtermecg_56123_91200_91700.txt,b932882c8890790f61d26e63387a804a112b84f6cfef044e3362c1ffde182b2f,211502,56123,91200,91700,91199,91700,56123,matlab_1based_inclusive,501,plain,False,False,ECG,True,ECG,source_line,True,For these files we considered data from MIT-BIH Long-term ECG database.,103;104;105,NA,NA,NA,NA,NA,NA,NA,NA,none
223,mit14046longtermecg,223_UCR_Anomaly_mit14046longtermecg_74123_131200_131700.txt,4dc3cca757fa738ed0ebd311bca7f2f6af9bfa0e825fe574d72efbc78027d20d,180386,74123,131200,131700,131199,131700,74123,matlab_1based_inclusive,501,plain,False,False,ECG,True,ECG,source_line,True,For these files we considered data from MIT-BIH Long-term ECG database.,103;104;105,NA,NA,NA,NA,NA,NA,NA,NA,none
224,mit14046longtermecg,224_UCR_Anomaly_mit14046longtermecg_76123_191200_191700.txt,3bfcd7ba5cdfd9c0b97f712798eab7d80b81b35ac108365248a105f8700048a4,199753,76123,191200,191700,191199,191700,76123,matlab_1based_inclusive,501,plain,False,False,ECG,True,ECG,source_line,True,For these files we considered data from MIT-BIH Long-term ECG database.,103;104;105,NA,NA,NA,NA,NA,NA,NA,NA,none
225,mit14046longtermecg,225_UCR_Anomaly_mit14046longtermecg_81214_143000_143300.txt,07f34504be131abfbdc4006916f13158640c8057a767f19be131aae1136d0a3e,199999,81214,143000,143300,142999,143300,81214,matlab_1based_inclusive,301,plain,False,False,ECG,True,ECG,source_line,True,For these files we considered data from MIT-BIH Long-term ECG database.,103;104;105,NA,NA,NA,NA,NA,NA,NA,NA,SINGLE_LINE_FORMAT
226,mit14046longtermecg,226_UCR_Anomaly_mit14046longtermecg_96123_123000_123300.txt,af855b900c8a52e22b960013f595cc4de255c07a7f1bca7a275e18c05ea93b0f,190001,96123,123000,123300,122999,123300,96123,matlab_1based_inclusive,301,plain,False,False,ECG,True,ECG,source_line,True,For these files we considered data from MIT-BIH Long-term ECG database.,103;104;105,NA,NA,NA,NA,NA,NA,NA,NA,SINGLE_LINE_FORMAT
227,mit14134longtermecg,227_UCR_Anomaly_mit14134longtermecg_11231_29000_29100.txt,361e93f6a6f2020d4f956343d342101a64a79b721978b539a445fd81195cc4e6,59302,11231,29000,29100,28999,29100,11231,matlab_1based_inclusive,101,plain,False,False,ECG,True,ECG,source_line,True,For these files we considered data from MIT-BIH Long-term ECG database.,103;105;106;107,NA,NA,NA,NA,NA,NA,NA,NA,none
228,mit14134longtermecg,228_UCR_Anomaly_mit14134longtermecg_11361_47830_47850.txt,e69a25c4733622563cf8858858b7191654171c4da5f24641d828d7782905755a,59000,11361,47830,47850,47829,47850,11361,matlab_1based_inclusive,21,plain,False,False,ECG,True,ECG,source_line,True,For these files we considered data from MIT-BIH Long-term ECG database.,103;105;106;107,NA,NA,NA,NA,NA,NA,NA,NA,none
229,mit14134longtermecg,229_UCR_Anomaly_mit14134longtermecg_16363_57960_57970.txt,2c2ab561865ce33c75ef28a644d615ebe359335bfcf1a1517d59109395f4a4ab,59000,16363,57960,57970,57959,57970,16363,matlab_1based_inclusive,11,plain,False,False,ECG,True,ECG,source_line,True,For these files we considered data from MIT-BIH Long-term ECG database.,103;105;106;107,NA,NA,NA,NA,NA,NA,NA,NA,none
230,mit14134longtermecg,230_UCR_Anomaly_mit14134longtermecg_19363_19510_19610.txt,675ce4006788e7934a58e0e6697a7d9f221d17037ef81f8001b1a63212ae4759,59000,19363,19510,19610,19509,19610,19363,matlab_1based_inclusive,101,plain,False,False,ECG,True,ECG,source_line,True,For these files we considered data from MIT-BIH Long-term ECG database.,103;105;106;107,NA,NA,NA,NA,NA,NA,NA,NA,none
231,mit14134longtermecg,231_UCR_Anomaly_mit14134longtermecg_8763_47530_47790.txt,fc0580e962820811df674566024ac79c7eefd4efbd6452a8078cddafd54a4c6d,59000,8763,47530,47790,47529,47790,8763,matlab_1based_inclusive,261,plain,False,False,ECG,True,ECG,source_line,True,For these files we considered data from MIT-BIH Long-term ECG database.,103;105;106;107,NA,NA,NA,NA,NA,NA,NA,NA,none
232,mit14134longtermecg,232_UCR_Anomaly_mit14134longtermecg_8763_57530_57790.txt,af77bfbe436371a6d2084fe582e2a35f82c6c2141c23ac8f4fd3df19190999ea,59000,8763,57530,57790,57529,57790,8763,matlab_1based_inclusive,261,plain,False,False,ECG,True,ECG,source_line,True,For these files we considered data from MIT-BIH Long-term ECG database.,103;105;106;107,NA,NA,NA,NA,NA,NA,NA,NA,none
233,mit14157longtermecg,233_UCR_Anomaly_mit14157longtermecg_18913_24500_24501.txt,1c02fefc687f91ed9484fabfe9b55be87f9928343680504220fcdef0ee20ccdc,92710,18913,24500,24501,24499,24501,18913,matlab_1based_inclusive,2,plain,False,False,ECG,True,ECG,source_line,True,For these files we considered data from MIT-BIH Long-term ECG database.,103;107;108;109,NA,NA,NA,NA,NA,NA,NA,NA,none
234,mit14157longtermecg,234_UCR_Anomaly_mit14157longtermecg_18913_24600_24601.txt,009dcb152142160c9559d70866d250105b7311bca7db838bbe6958d97d0e8912,98710,18913,24600,24601,24599,24601,18913,matlab_1based_inclusive,2,plain,False,False,ECG,True,ECG,source_line,True,For these files we considered data from MIT-BIH Long-term ECG database.,103;107;108;109,NA,NA,NA,NA,NA,NA,NA,NA,none
235,mit14157longtermecg,235_UCR_Anomaly_mit14157longtermecg_18913_75450_75451.txt,07fdcb7d30412cbfa3fb4051bbba4aa5ec0f21b2f56111759c04e7ceef490d7d,97300,18913,75450,75451,75449,75451,18913,matlab_1based_inclusive,2,plain,False,False,ECG,True,ECG,source_line,True,For these files we considered data from MIT-BIH Long-term ECG database.,103;107;108;109,NA,NA,NA,NA,NA,NA,NA,NA,none
236,mit14157longtermecg,236_UCR_Anomaly_mit14157longtermecg_19313_46350_46390.txt,93969bdae75553539eb6aac91a2dffd5ab5571adad8fec89fb62e4c4b3f910a5,97000,19313,46350,46390,46349,46390,19313,matlab_1based_inclusive,41,plain,False,False,ECG,True,ECG,source_line,True,For these files we considered data from MIT-BIH Long-term ECG database.,103;107;108;109,NA,NA,NA,NA,NA,NA,NA,NA,none
237,mit14157longtermecg,237_UCR_Anomaly_mit14157longtermecg_19313_89560_90370.txt,057934922ca244a69ec467ce8969763943cb0ca8ae8b40e871529a24590094f5,97000,19313,89560,90370,89559,90370,19313,matlab_1based_inclusive,811,plain,False,False,ECG,True,ECG,source_line,True,For these files we considered data from MIT-BIH Long-term ECG database.,103;107;108;109,NA,NA,NA,NA,NA,NA,NA,NA,none
238,mit14157longtermecg,238_UCR_Anomaly_mit14157longtermecg_21311_72600_72780.txt,7d72172a6d0c4c873e08b8b7ecbcdbd76414fd203170eb42382fd9b8e28b4048,99000,21311,72600,72780,72599,72780,21311,matlab_1based_inclusive,181,plain,False,False,ECG,True,ECG,source_line,True,For these files we considered data from MIT-BIH Long-term ECG database.,103;107;108;109,NA,NA,NA,NA,NA,NA,NA,NA,none
239,taichidbS0715Master,239_UCR_Anomaly_taichidbS0715Master_190037_593450_593514.txt,6ca0690dfc7c7b2a5ac3d69c20051c4c1bcca1ec8361dda6ecc2cd5ef7f9c706,897667,190037,593450,593514,593449,593514,190037,matlab_1based_inclusive,65,plain,False,False,Gait,False,NA,none,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,DOMAIN_OFFICIAL_NA
240,taichidbS0715Master,240_UCR_Anomaly_taichidbS0715Master_240030_884100_884200.txt,233366a758d68e4e95bee248d99c1fb2a2dc9e0e8ee6f2cadadf483745e429e9,900000,240030,884100,884200,884099,884200,240030,matlab_1based_inclusive,101,plain,False,False,Gait,False,NA,none,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,DOMAIN_OFFICIAL_NA
